Time_ns,RMSD_Framework_A,RMSD_CDRs_A
3.7160,1.4525,1.9235
3.7180,1.3893,1.9570
3.7200,1.4288,2.0113
3.7220,1.4160,2.0885
3.7240,1.4032,1.9701
3.7260,1.4480,2.0456
3.7280,1.4246,2.2151
3.7300,1.4568,2.2124
3.7320,1.3878,2.1254
3.7340,1.4336,2.1389
3.7360,1.4804,2.0958
3.7380,1.4399,2.0783
3.7400,1.3656,1.9769
3.7420,1.4187,2.1496
3.7440,1.4069,2.1409
3.7460,1.4545,2.0711
3.7480,1.3770,2.0684
3.7500,1.3977,1.8684
3.7520,1.3670,1.9822
3.7540,1.3903,1.8873
3.7560,1.3774,1.9127
3.7580,1.3831,1.8117
3.7600,1.4551,1.8152
3.7620,1.4455,1.7200
3.7640,1.4804,1.8788
3.7660,1.4104,1.8050
3.7680,1.3918,1.7895
3.7700,1.4656,1.7895
3.7720,1.4425,1.8462
3.7740,1.4020,1.7593
3.7760,1.4043,1.8373
3.7780,1.4586,1.7076
3.7800,1.4187,1.9051
3.7820,1.4173,1.8590
3.7840,1.4225,1.8192
3.7860,1.3624,1.7234
3.7880,1.4559,1.6949
3.7900,1.4734,1.6928
3.7920,1.4178,1.7695
3.7940,1.4184,1.7135
3.7960,1.4141,1.7503
3.7980,1.4535,1.6426
3.8000,1.4401,1.7291
3.8020,1.4785,1.9337
3.8040,1.4726,1.8261
3.8060,1.4459,1.9166
3.8080,1.4260,1.9261
3.8100,1.4194,1.9472
3.8120,1.4850,1.9949
3.8140,1.5101,1.8505
3.8160,1.4767,1.9032
3.8180,1.4913,1.8640
3.8200,1.4848,1.9365
3.8220,1.4652,1.9144
3.8240,1.5017,1.9663
3.8260,1.4257,1.9292
3.8280,1.4502,1.9094
3.8300,1.4235,1.9843
3.8320,1.4779,1.8520
3.8340,1.5550,1.7692
3.8360,1.5554,1.6629
3.8380,1.5017,1.8131
3.8400,1.4937,1.9035
3.8420,1.5428,1.7779
3.8440,1.5631,1.8632
3.8460,1.5336,1.8686
3.8480,1.5534,1.9089
3.8500,1.4520,1.7866
3.8520,1.4508,1.8356
3.8540,1.4453,1.7153
3.8560,1.4654,1.8656
3.8580,1.5149,1.8915
3.8600,1.4391,1.8549
3.8620,1.4001,1.8532
3.8640,1.3990,1.8428
3.8660,1.3540,1.7964
3.8680,1.3508,1.7666
3.8700,1.3830,1.8680
3.8720,1.3487,1.8895
3.8740,1.4262,1.8324
3.8760,1.3312,1.8832
3.8780,1.3774,1.9867
3.8800,1.3945,1.9929
3.8820,1.4428,2.0965
3.8840,1.4128,1.9505
3.8860,1.4258,2.0510
3.8880,1.4051,2.0910
3.8900,1.3853,2.0396
3.8920,1.4363,2.1217
3.8940,1.4933,2.0398
3.8960,1.4467,1.8218
3.8980,1.4177,1.8782
3.9000,1.3349,2.0527
3.9020,1.3582,1.9762
3.9040,1.4072,1.9045
3.9060,1.4737,2.0266
3.9080,1.4653,1.9365
3.9100,1.4339,1.8144
3.9120,1.4790,1.7894
3.9140,1.4696,1.8793
3.9160,1.5037,1.7779
3.9180,1.4683,1.9179
3.9200,1.4813,1.9057
3.9220,1.5095,1.8049
3.9240,1.4513,1.7323
3.9260,1.4096,1.8166
3.9280,1.5248,1.8926
3.9300,1.6244,1.8450
3.9320,1.5411,1.8709
3.9340,1.5536,1.9151
3.9360,1.4137,1.8987
3.9380,1.5083,1.8645
3.9400,1.4529,1.9488
3.9420,1.4076,1.8804
3.9440,1.3857,2.0601
3.9460,1.4091,1.9691
3.9480,1.4687,2.0341
3.9500,1.5161,2.0886
3.9520,1.4694,2.0313
3.9540,1.4610,2.0817
3.9560,1.4620,2.0026
3.9580,1.4246,1.9346
3.9600,1.4143,2.0249
3.9620,1.4778,2.0545
3.9640,1.4483,1.9616
3.9660,1.4732,1.9320
3.9680,1.4887,1.9274
3.9700,1.4670,1.8561
3.9720,1.4814,1.9953
3.9740,1.4857,1.9365
3.9760,1.5160,2.0193
3.9780,1.5354,1.9646
3.9800,1.4587,1.9344
3.9820,1.4827,1.9843
3.9840,1.4726,1.9510
3.9860,1.4532,1.9201
3.9880,1.4152,1.9964
3.9900,1.4519,1.9113
3.9920,1.4741,2.0075
3.9940,1.4171,2.0964
3.9960,1.3938,1.9988
3.9980,1.4569,1.9387
4.0000,1.4308,1.9969
4.0020,1.4423,1.8893
4.0040,1.4303,2.0685
4.0060,1.4096,2.0953
4.0080,1.4466,2.0598
4.0100,1.4506,2.1235
4.0120,1.4850,2.1263
4.0140,1.4539,1.9814
4.0160,1.4974,2.1083
4.0180,1.4640,2.2047
4.0200,1.4346,2.1504
4.0220,1.5253,2.2060
4.0240,1.4840,2.2661
4.0260,1.5105,2.2209
4.0280,1.5274,2.2822
4.0300,1.4604,2.2338
4.0320,1.4631,2.2417
4.0340,1.4714,2.2068
4.0360,1.5031,2.0326
4.0380,1.4753,1.9288
4.0400,1.4488,2.0034
4.0420,1.4665,2.1353
4.0440,1.4776,2.0255
4.0460,1.4351,2.0132
4.0480,1.4361,2.0935
4.0500,1.4460,2.1598
4.0520,1.4587,2.0210
4.0540,1.4497,2.0441
4.0560,1.4328,2.1258
4.0580,1.4890,1.9603
4.0600,1.4379,1.8890
4.0620,1.4192,2.0040
4.0640,1.4483,1.9966
4.0660,1.4307,2.0274
4.0680,1.4261,2.0828
4.0700,1.4780,1.9111
4.0720,1.4699,2.0181
4.0740,1.4701,2.0032
4.0760,1.4643,2.0082
4.0780,1.4744,1.9640
4.0800,1.4927,1.8840
4.0820,1.4336,1.9042
4.0840,1.4115,1.7664
4.0860,1.4795,1.9492
4.0880,1.4238,2.0643
4.0900,1.4091,2.0454
4.0920,1.4051,2.0219
4.0940,1.4231,2.1061
4.0960,1.5085,2.0987
4.0980,1.4636,2.1042
4.1000,1.4464,2.1114
4.1020,1.4204,2.1840
4.1040,1.4368,2.0708
4.1060,1.3877,2.0473
4.1080,1.4207,1.9718
4.1100,1.4781,2.1073
4.1120,1.4564,2.2665
4.1140,1.4577,2.1799
4.1160,1.4323,2.2377
4.1180,1.4679,2.2242
4.1200,1.4656,2.0194
4.1220,1.4677,2.1040
4.1240,1.4501,2.0738
4.1260,1.4625,2.0657
4.1280,1.4567,2.1299
4.1300,1.4497,2.1808
4.1320,1.4632,2.1349
4.1340,1.4185,2.1554
4.1360,1.4546,2.1932
4.1380,1.4537,2.1504
4.1400,1.4110,2.1986
4.1420,1.4313,2.2015
4.1440,1.4645,2.0858
4.1460,1.4899,2.0633
4.1480,1.4797,1.9665
4.1500,1.4753,2.0951
4.1520,1.5032,2.1264
4.1540,1.5073,2.1717
4.1560,1.5259,2.2767
4.1580,1.5059,2.1516
4.1600,1.5098,2.1259
4.1620,1.4902,1.9673
4.1640,1.4742,2.0640
4.1660,1.4669,2.1066
4.1680,1.4640,2.2358
4.1700,1.5422,2.0772
4.1720,1.4448,2.0172
4.1740,1.4656,1.9315
4.1760,1.4340,2.0397
4.1780,1.4094,1.9799
4.1800,1.4203,2.0861
4.1820,1.3983,2.2060
4.1840,1.4123,2.1226
4.1860,1.4690,2.2364
4.1880,1.4798,2.1135
4.1900,1.4566,2.2304
4.1920,1.3884,2.1064
4.1940,1.3687,2.1503
4.1960,1.4305,2.0761
4.1980,1.4111,1.9844
4.2000,1.3767,2.0912
4.2020,1.4123,2.1889
4.2040,1.3758,2.1814
4.2060,1.4340,2.1430
4.2080,1.3551,2.1800
4.2100,1.3711,2.1002
4.2120,1.3800,2.2024
4.2140,1.3701,2.0869
4.2160,1.4210,2.1374
4.2180,1.4320,2.2033
4.2200,1.4187,2.0144
4.2220,1.4183,2.1379
4.2240,1.4431,2.1680
4.2260,1.4291,2.1257
4.2280,1.4009,2.1393
4.2300,1.3586,2.2283
4.2320,1.4881,2.2603
4.2340,1.3517,2.2505
4.2360,1.3420,2.1547
4.2380,1.3313,2.1801
4.2400,1.3427,2.2028
4.2420,1.3709,2.1722
4.2440,1.3736,2.2277
4.2460,1.3431,2.1667
4.2480,1.3181,2.1824
4.2500,1.3376,2.2826
4.2520,1.3490,2.2346
4.2540,1.3494,2.1984
4.2560,1.3273,2.0948
4.2580,1.3578,2.0553
4.2600,1.3711,1.9212
4.2620,1.3245,1.9945
4.2640,1.3430,1.9369
4.2660,1.4091,2.0779
4.2680,1.3677,2.1037
4.2700,1.3611,2.0748
4.2720,1.3529,1.9876
4.2740,1.3681,1.8549
4.2760,1.4053,1.8307
4.2780,1.3717,1.9380
4.2800,1.4154,1.9643
4.2820,1.4125,1.8979
4.2840,1.3799,2.0272
4.2860,1.3729,1.9798
4.2880,1.3911,1.9498
4.2900,1.3174,1.9509
4.2920,1.3587,1.9332
4.2940,1.3597,2.0540
4.2960,1.3547,2.1218
4.2980,1.3692,1.9912
4.3000,1.3917,2.1209
4.3020,1.4069,2.1076
4.3040,1.3397,2.0749
4.3060,1.4275,2.1039
4.3080,1.4601,2.1737
4.3100,1.4617,2.1085
4.3120,1.4909,2.0255
4.3140,1.4510,1.9465
4.3160,1.4257,2.1000
4.3180,1.4660,2.0743
4.3200,1.4291,2.1058
4.3220,1.4361,2.0414
4.3240,1.4078,1.9861
4.3260,1.4121,1.8762
4.3280,1.4179,1.9580
4.3300,1.4199,2.0034
4.3320,1.4469,1.9923
4.3340,1.4428,2.0036
4.3360,1.4986,2.0544
4.3380,1.4395,2.0825
4.3400,1.4311,1.9966
4.3420,1.4327,2.0814
4.3440,1.4883,2.0338
4.3460,1.5112,2.0184
4.3480,1.4919,2.1119
4.3500,1.5152,2.0660
4.3520,1.5031,1.9950
4.3540,1.4574,1.9763
4.3560,1.4591,1.9638
4.3580,1.5217,2.0305
4.3600,1.4764,1.9961
4.3620,1.4284,2.0584
4.3640,1.4459,1.9984
4.3660,1.3996,1.9836
4.3680,1.3851,1.8748
4.3700,1.4257,1.9613
4.3720,1.4469,2.0953
4.3740,1.4424,1.9798
4.3760,1.4344,1.9101
4.3780,1.4085,1.8833
4.3800,1.4488,1.8694
4.3820,1.4086,1.8372
4.3840,1.4431,1.9233
4.3860,1.4494,2.1035
4.3880,1.4423,2.1019
4.3900,1.4736,2.1927
4.3920,1.4630,2.1365
4.3940,1.4430,2.0736
4.3960,1.4436,2.1136
4.3980,1.4855,2.0422
4.4000,1.4550,2.1193
4.4020,1.4803,2.2519
4.4040,1.4966,2.2790
4.4060,1.4831,2.3362
4.4080,1.5292,2.1943
4.4100,1.4988,2.2126
4.4120,1.4535,2.1790
4.4140,1.4933,2.1105
4.4160,1.4295,1.9879
4.4180,1.5236,2.0799
4.4200,1.4979,2.2184
4.4220,1.4837,2.1027
4.4240,1.4174,2.1021
4.4260,1.4127,2.1667
4.4280,1.4415,2.1926
4.4300,1.4152,2.1251
4.4320,1.5005,2.1787
4.4340,1.5324,2.0891
4.4360,1.5258,2.1447
4.4380,1.5136,2.0222
4.4400,1.4676,2.1852
4.4420,1.4603,2.2047
4.4440,1.4052,2.1020
4.4460,1.4242,2.1336
4.4480,1.3831,2.2546
4.4500,1.3988,2.2462
4.4520,1.3672,2.1384
4.4540,1.4317,2.0906
4.4560,1.3756,2.0472
4.4580,1.4738,2.0367
4.4600,1.4848,1.9878
4.4620,1.4532,1.9433
4.4640,1.4382,1.8435
4.4660,1.4466,1.8846
4.4680,1.4714,2.0359
4.4700,1.4854,2.0908
4.4720,1.4626,1.8803
4.4740,1.4615,2.0036
4.4760,1.5050,2.0536
4.4780,1.4959,2.1402
4.4800,1.4649,2.1455
4.4820,1.4575,2.1519
4.4840,1.4676,2.0806
4.4860,1.4577,2.1136
4.4880,1.4530,2.0152
4.4900,1.4815,1.9816
4.4920,1.4477,2.1418
4.4940,1.4583,2.1433
4.4960,1.4682,2.3400
4.4980,1.4914,2.2741
4.5000,1.4870,2.2490
4.5020,1.4946,2.2719
4.5040,1.5231,2.3580
4.5060,1.5185,2.3463
4.5080,1.4877,2.3153
4.5100,1.4933,2.2704
4.5120,1.5180,2.3110
4.5140,1.4817,2.3241
4.5160,1.4565,2.2255
4.5180,1.3761,2.3810
4.5200,1.4439,2.2152
4.5220,1.4631,2.3002
4.5240,1.4273,2.3425
4.5260,1.4207,2.2277
4.5280,1.3990,2.3166
4.5300,1.4248,2.2491
4.5320,1.4122,2.1886
4.5340,1.4179,2.0398
4.5360,1.4328,2.0219
4.5380,1.4192,2.1577
4.5400,1.4632,2.1204
4.5420,1.4475,2.0729
4.5440,1.5139,2.1022
4.5460,1.5157,2.0769
4.5480,1.4925,2.1164
4.5500,1.5850,2.2159
4.5520,1.6152,2.2070
4.5540,1.5893,2.3222
4.5560,1.5269,2.2368
4.5580,1.5136,2.3965
4.5600,1.5279,2.2888
4.5620,1.5317,2.2159
4.5640,1.5412,2.1016
4.5660,1.5333,2.1311
4.5680,1.5428,1.9724
4.5700,1.5252,1.9407
4.5720,1.4862,1.9583
4.5740,1.4636,2.0280
4.5760,1.4652,1.9297
4.5780,1.3775,2.0098
4.5800,1.4368,2.0528
4.5820,1.4369,1.9793
4.5840,1.3850,2.0136
4.5860,1.4616,1.8769
4.5880,1.4368,2.0061
4.5900,1.4684,2.0527
4.5920,1.3881,2.1192
4.5940,1.4085,2.0866
4.5960,1.4344,2.0064
4.5980,1.4505,2.0724
4.6000,1.4285,2.0190
4.6020,1.4265,2.1748
4.6040,1.4829,2.0192
4.6060,1.5059,2.1437
4.6080,1.5375,2.1948
4.6100,1.5070,2.2048
4.6120,1.5167,2.2405
4.6140,1.5117,2.2838
4.6160,1.5380,2.2195
4.6180,1.5326,2.1466
4.6200,1.5246,2.1913
4.6220,1.5239,2.1267
4.6240,1.5392,2.1346
4.6260,1.4689,2.2409
4.6280,1.4851,2.1388
4.6300,1.4871,2.0781
4.6320,1.4611,1.9359
4.6340,1.4640,2.0952
4.6360,1.4802,2.1100
4.6380,1.4396,2.1281
4.6400,1.4369,2.1148
4.6420,1.4150,2.2778
4.6440,1.4399,2.0691
4.6460,1.4895,2.1758
4.6480,1.4422,2.1974
4.6500,1.5014,2.2778
4.6520,1.4780,2.2653
4.6540,1.4623,2.1688
4.6560,1.4753,2.2300
4.6580,1.4768,2.2149
4.6600,1.4671,2.2679
4.6620,1.4673,2.1867
4.6640,1.5105,2.1982
4.6660,1.5156,2.1575
4.6680,1.5101,2.1012
4.6700,1.4604,2.1463
4.6720,1.5019,2.1508
4.6740,1.4890,2.2187
4.6760,1.5241,2.1785
4.6780,1.5028,2.2456
4.6800,1.4804,2.1051
4.6820,1.5119,2.2233
4.6840,1.5020,2.0741
4.6860,1.5023,2.1592
4.6880,1.4794,2.1620
4.6900,1.5480,2.3153
4.6920,1.5734,2.1302
4.6940,1.5125,2.0790
4.6960,1.4911,2.2246
4.6980,1.5010,2.2326
4.7000,1.4182,2.2784
4.7020,1.4781,2.2790
4.7040,1.4899,2.2817
4.7060,1.4596,2.1278
4.7080,1.4776,2.1395
4.7100,1.5029,2.0994
4.7120,1.4970,2.0582
4.7140,1.5284,2.1828
4.7160,1.4985,2.2161
4.7180,1.4966,2.0546
4.7200,1.4733,2.0615
4.7220,1.4615,2.0183
4.7240,1.4671,2.1524
4.7260,1.4760,2.1513
4.7280,1.4372,2.0651
4.7300,1.4604,2.2464
4.7320,1.4807,2.1866
4.7340,1.4314,2.1877
4.7360,1.4803,2.0920
4.7380,1.5028,2.2252
4.7400,1.4517,2.1415
4.7420,1.4470,2.0707
4.7440,1.4830,2.2495
4.7460,1.5568,2.1647
4.7480,1.4962,2.0815
4.7500,1.5418,2.2377
4.7520,1.5560,2.2756
4.7540,1.5280,2.2622
4.7560,1.5232,2.0791
4.7580,1.4863,2.2611
4.7600,1.4866,2.3726
4.7620,1.5204,2.3489
4.7640,1.4940,2.2864
4.7660,1.4793,2.2211
4.7680,1.4527,2.2144
4.7700,1.4933,2.2305
4.7720,1.4857,2.1738
4.7740,1.4740,2.1923
4.7760,1.4595,2.2529
4.7780,1.5181,2.1904
4.7800,1.4603,2.2587
4.7820,1.4917,2.3226
4.7840,1.5800,2.3722
4.7860,1.5065,2.3063
4.7880,1.5549,2.2056
4.7900,1.5483,2.1586
4.7920,1.5366,2.0989
4.7940,1.5272,2.1330
4.7960,1.5320,2.1681
4.7980,1.5402,2.2314
4.8000,1.4500,2.1816
4.8020,1.5231,2.1508
4.8040,1.5498,2.0920
4.8060,1.5152,2.1373
4.8080,1.5712,2.1753
4.8100,1.5891,2.1822
4.8120,1.5407,2.1690
4.8140,1.4835,2.2151
4.8160,1.5075,2.1803
4.8180,1.4804,2.2023
4.8200,1.4732,2.0076
4.8220,1.5981,2.1028
4.8240,1.6214,2.2632
4.8260,1.5823,2.1040
4.8280,1.5480,2.1512
4.8300,1.5974,2.2459
4.8320,1.5891,2.1044
4.8340,1.5165,2.1484
4.8360,1.5558,2.3489
4.8380,1.5495,2.2347
4.8400,1.5399,2.2395
4.8420,1.5215,2.2710
4.8440,1.5219,2.1772
4.8460,1.4857,2.2353
4.8480,1.5011,2.2067
4.8500,1.5422,2.1403
4.8520,1.5006,2.1671
4.8540,1.5092,2.2402
4.8560,1.5253,2.1926
4.8580,1.5099,2.0934
4.8600,1.4936,2.0618
4.8620,1.4853,2.2208
4.8640,1.5311,2.1286
4.8660,1.5330,2.1807
4.8680,1.5356,2.1809
4.8700,1.5493,2.0859
4.8720,1.5999,2.1738
4.8740,1.4787,2.3156
4.8760,1.4900,2.3249
4.8780,1.4938,2.2873
4.8800,1.4764,2.1569
4.8820,1.4776,2.0677
4.8840,1.4723,2.1865
4.8860,1.5072,2.1042
4.8880,1.4927,2.0612
4.8900,1.4463,2.1449
4.8920,1.4513,2.1687
4.8940,1.5328,2.0967
4.8960,1.5194,2.1031
4.8980,1.4682,2.1834
4.9000,1.5425,2.0357
4.9020,1.5523,1.8339
4.9040,1.5002,2.0484
4.9060,1.5059,1.9527
4.9080,1.4065,2.0549
4.9100,1.4576,1.9910
4.9120,1.4727,2.0503
4.9140,1.5001,1.9267
4.9160,1.4682,1.9261
4.9180,1.4409,1.8959
4.9200,1.3672,1.9646
4.9220,1.4016,1.8788
4.9240,1.4402,1.9803
4.9260,1.4673,2.1012
4.9280,1.5321,2.1427
4.9300,1.4703,2.1520
4.9320,1.5020,2.1116
4.9340,1.4706,2.0790
4.9360,1.4618,2.1208
4.9380,1.4810,2.1055
4.9400,1.4361,2.2280
4.9420,1.4664,2.3118
4.9440,1.4446,2.2515
4.9460,1.4646,2.3597
4.9480,1.3894,2.2959
4.9500,1.4362,2.2116
4.9520,1.4824,2.3413
4.9540,1.4955,2.1995
4.9560,1.4924,2.1521
4.9580,1.4527,2.1702
4.9600,1.4261,2.1417
4.9620,1.5197,2.3233
4.9640,1.4596,2.1348
4.9660,1.4519,2.1263
4.9680,1.4686,2.1019
4.9700,1.4949,2.0884
4.9720,1.5347,2.0945
4.9740,1.4783,2.1111
4.9760,1.4950,2.1504
4.9780,1.5000,2.1006
4.9800,1.5065,2.2342
4.9820,1.5455,2.1316
4.9840,1.5101,2.1636
4.9860,1.4863,2.1427
4.9880,1.4965,2.3031
4.9900,1.4942,2.2025
4.9920,1.5196,2.2847
4.9940,1.5592,2.2370
4.9960,1.5200,2.1638
4.9980,1.5514,2.1548
5.0000,1.5092,2.2279
5.0020,1.4488,2.1555
5.0040,1.4872,2.2474
5.0060,1.4460,2.2516
5.0080,1.4232,2.2583
5.0100,1.3847,2.2451
5.0120,1.4154,2.2730
5.0140,1.4055,2.2833
5.0160,1.3583,2.3203
5.0180,1.4333,2.1380
5.0200,1.4670,2.2302
5.0220,1.4603,2.0682
5.0240,1.3936,2.0813
5.0260,1.4316,2.0837
5.0280,1.4193,2.1219
5.0300,1.3729,2.1622
5.0320,1.4326,2.2593
5.0340,1.4466,2.2106
5.0360,1.4724,2.2899
5.0380,1.4498,2.2188
5.0400,1.4326,2.0397
5.0420,1.4427,2.1933
5.0440,1.4630,2.1981
5.0460,1.4683,2.2200
5.0480,1.4604,2.2928
5.0500,1.4795,2.3665
5.0520,1.5174,2.2216
5.0540,1.5289,2.3279
5.0560,1.5031,2.0945
5.0580,1.4697,2.1655
5.0600,1.4789,2.2256
5.0620,1.4672,2.1033
5.0640,1.4315,2.0617
5.0660,1.4919,2.1272
5.0680,1.4556,2.1256
5.0700,1.5091,2.0998
5.0720,1.4813,1.9851
5.0740,1.4982,2.1677
5.0760,1.4669,2.1868
5.0780,1.4898,2.2205
5.0800,1.4600,2.0796
5.0820,1.4981,2.0278
5.0840,1.4490,2.0609
5.0860,1.4178,2.2157
5.0880,1.4787,2.2415
5.0900,1.4479,2.2304
5.0920,1.4574,2.1241
5.0940,1.4543,2.2657
5.0960,1.4437,2.2354
5.0980,1.4285,2.1991
5.1000,1.4811,2.1217
5.1020,1.4376,2.1151
5.1040,1.4543,2.1992
5.1060,1.4294,2.0391
5.1080,1.4623,2.1717
5.1100,1.4876,2.2355
5.1120,1.4950,2.1212
5.1140,1.5038,2.2678
5.1160,1.4743,2.2620
5.1180,1.4508,2.0628
5.1200,1.4489,2.1368
5.1220,1.4261,2.3606
5.1240,1.4020,2.1581
5.1260,1.3797,2.1740
5.1280,1.3719,2.1901
5.1300,1.3969,2.1236
5.1320,1.4720,2.1569
5.1340,1.4367,2.1563
5.1360,1.3740,2.1892
5.1380,1.4388,2.2572
5.1400,1.4168,2.2650
5.1420,1.3548,2.2675
5.1440,1.3975,2.3467
5.1460,1.3314,2.2525
5.1480,1.3145,2.1486
5.1500,1.2831,2.2091
5.1520,1.3681,2.2124
5.1540,1.3439,2.2329
5.1560,1.4228,2.2982
5.1580,1.3937,2.3548
5.1600,1.3375,2.2382
5.1620,1.4086,2.2199
5.1640,1.4128,2.2370
5.1660,1.3918,2.1441
5.1680,1.4222,2.2570
5.1700,1.4585,2.3286
5.1720,1.4410,2.3772
5.1740,1.3698,2.3582
5.1760,1.3297,2.2019
5.1780,1.3390,2.2838
5.1800,1.3487,2.3155
5.1820,1.3080,2.2517
5.1840,1.3981,2.3209
5.1860,1.3758,2.3771
5.1880,1.4320,2.4293
5.1900,1.3992,2.4434
5.1920,1.4209,2.4058
5.1940,1.3610,2.3127
5.1960,1.3838,2.3379
5.1980,1.3753,2.3517
5.2000,1.3781,2.3481
5.2020,1.3514,2.3825
5.2040,1.3555,2.3984
5.2060,1.3796,2.3685
5.2080,1.3672,2.2925
5.2100,1.3721,2.3129
5.2120,1.3802,2.3158
5.2140,1.3336,2.2560
5.2160,1.3597,2.3189
5.2180,1.3336,2.4114
5.2200,1.2913,2.4840
5.2220,1.3198,2.4723
5.2240,1.3858,2.4868
5.2260,1.4060,2.4638
5.2280,1.3813,2.5759
5.2300,1.3139,2.6456
5.2320,1.2977,2.4575
5.2340,1.3027,2.4077
5.2360,1.2554,2.3215
5.2380,1.2638,2.3039
5.2400,1.3323,2.3244
5.2420,1.3152,2.3039
5.2440,1.2944,2.3278
5.2460,1.3242,2.3077
5.2480,1.2650,2.3735
5.2500,1.3509,2.2501
5.2520,1.3413,2.2866
5.2540,1.3807,2.4402
5.2560,1.3971,2.4455
5.2580,1.3949,2.4417
5.2600,1.4252,2.4097
5.2620,1.4268,2.2880
5.2640,1.3647,2.4302
5.2660,1.4221,2.4608
5.2680,1.3725,2.4331
5.2700,1.3802,2.3815
5.2720,1.3863,2.2747
5.2740,1.3178,2.3488
5.2760,1.2999,2.2131
5.2780,1.2860,2.2783
5.2800,1.3471,2.3308
5.2820,1.3480,2.3578
5.2840,1.3294,2.3487
5.2860,1.3038,2.2719
5.2880,1.2395,2.2505
5.2900,1.2995,2.1941
5.2920,1.2635,2.2043
5.2940,1.2542,2.1666
5.2960,1.2503,2.2356
5.2980,1.3019,2.2821
5.3000,1.3185,2.2008
5.3020,1.3778,2.2220
5.3040,1.3632,2.2370
5.3060,1.3083,2.2257
5.3080,1.2873,2.2056
5.3100,1.3284,2.1476
5.3120,1.3587,2.1442
5.3140,1.2869,1.9918
5.3160,1.3223,2.1095
5.3180,1.3657,2.2069
5.3200,1.3581,2.2063
5.3220,1.3567,2.3361
5.3240,1.3561,2.2631
5.3260,1.3673,2.2353
5.3280,1.3332,2.1789
5.3300,1.3030,2.2575
5.3320,1.3617,2.2007
5.3340,1.3054,2.1696
5.3360,1.3024,2.2942
5.3380,1.3280,2.3055
5.3400,1.3175,2.1555
5.3420,1.2552,2.1878
5.3440,1.3089,2.0379
5.3460,1.2586,2.1158
5.3480,1.2991,2.1622
5.3500,1.3239,2.1202
5.3520,1.3117,2.0229
5.3540,1.2729,2.1433
5.3560,1.2771,2.0040
5.3580,1.3104,1.9454
5.3600,1.3463,1.9259
5.3620,1.3765,1.9932
5.3640,1.4699,2.0683
5.3660,1.3542,2.1277
5.3680,1.3640,2.1471
5.3700,1.4426,2.2005
5.3720,1.3491,2.3132
5.3740,1.3626,2.3951
5.3760,1.3038,2.3483
5.3780,1.4422,2.2910
5.3800,1.4198,2.2721
5.3820,1.3801,2.3120
5.3840,1.4025,2.2425
5.3860,1.3561,2.2965
5.3880,1.3726,2.2298
5.3900,1.3710,2.1889
5.3920,1.4075,2.1847
5.3940,1.4265,2.1541
5.3960,1.4579,2.2508
5.3980,1.4403,2.2016
5.4000,1.3886,2.1215
5.4020,1.4279,2.0542
5.4040,1.3477,2.0691
5.4060,1.3713,2.1109
5.4080,1.3213,1.9135
5.4100,1.4282,2.0277
5.4120,1.3646,2.0937
5.4140,1.3251,2.0779
5.4160,1.3309,2.0898
5.4180,1.2820,2.1349
5.4200,1.3145,2.2593
5.4220,1.3483,2.1510
5.4240,1.3610,2.2339
5.4260,1.3984,2.2185
5.4280,1.4233,2.2076
5.4300,1.4278,2.1831
5.4320,1.3729,2.2567
5.4340,1.3705,2.2668
5.4360,1.4120,2.2528
5.4380,1.3783,2.1895
5.4400,1.3727,2.2847
5.4420,1.3586,2.2377
5.4440,1.3866,2.1406
5.4460,1.3307,2.1384
5.4480,1.3591,2.2499
5.4500,1.3516,2.2282
5.4520,1.3316,2.2515
5.4540,1.3641,2.2739
5.4560,1.3811,2.0709
5.4580,1.4009,2.0803
5.4600,1.3409,2.1890
5.4620,1.3856,2.1776
5.4640,1.3271,2.1378
5.4660,1.4123,2.0199
5.4680,1.3508,2.0129
5.4700,1.3816,2.1908
5.4720,1.4215,2.1139
5.4740,1.3666,1.9749
5.4760,1.4216,2.0988
5.4780,1.3780,2.1199
5.4800,1.3194,2.1447
5.4820,1.2961,2.1600
5.4840,1.3578,2.1207
5.4860,1.3316,2.0745
5.4880,1.3773,2.1425
5.4900,1.3714,2.1310
5.4920,1.3254,2.1721
5.4940,1.3800,2.1592
5.4960,1.4034,2.1333
5.4980,1.3866,2.2491
5.5000,1.3453,2.0868
5.5020,1.3843,2.1895
5.5040,1.4156,2.1867
5.5060,1.4347,2.1407
5.5080,1.4006,2.2051
5.5100,1.4443,2.1338
5.5120,1.4731,2.2149
5.5140,1.4449,2.0687
5.5160,1.5025,2.0690
5.5180,1.4822,2.1099
5.5200,1.4742,2.2325
5.5220,1.5138,2.2145
5.5240,1.4914,2.0295
5.5260,1.4198,2.1130
5.5280,1.4651,2.0765
5.5300,1.4330,2.0962
5.5320,1.5048,2.0470
5.5340,1.4051,2.1356
5.5360,1.3867,2.1838
5.5380,1.4178,2.2222
5.5400,1.4138,2.1124
5.5420,1.4341,2.0697
5.5440,1.3638,1.9661
5.5460,1.3940,2.0637
5.5480,1.3884,2.2706
5.5500,1.4218,2.1985
5.5520,1.3677,2.3183
5.5540,1.3763,2.2527
5.5560,1.3267,2.1958
5.5580,1.3847,2.1013
5.5600,1.3238,2.0421
5.5620,1.3213,2.1897
5.5640,1.3547,2.2272
5.5660,1.2857,2.2917
5.5680,1.3663,2.3467
5.5700,1.3246,2.2938
5.5720,1.3011,2.3144
5.5740,1.3958,2.2073
5.5760,1.4045,2.2325
