Time_ns,RMSD_Framework_A,RMSD_CDRs_A
7.4400,1.7094,2.3493
7.4420,1.6373,2.2122
7.4440,1.6241,2.2785
7.4460,1.6023,2.1648
7.4480,1.6617,2.2531
7.4500,1.5649,2.2512
7.4520,1.5926,2.1941
7.4540,1.6225,2.2035
7.4560,1.5774,2.1844
7.4580,1.6337,2.1794
7.4600,1.5838,2.1086
7.4620,1.5631,2.1937
7.4640,1.6240,2.1931
7.4660,1.5992,2.1285
7.4680,1.5363,2.1015
7.4700,1.5260,2.2187
7.4720,1.5565,2.1850
7.4740,1.5210,2.1336
7.4760,1.5126,2.2257
7.4780,1.5192,2.2386
7.4800,1.4903,2.3196
7.4820,1.4705,2.3161
7.4840,1.5358,2.2626
7.4860,1.4531,2.2811
7.4880,1.4917,2.2411
7.4900,1.5519,2.4028
7.4920,1.5060,2.2933
7.4940,1.6102,2.3553
7.4960,1.5257,2.1982
7.4980,1.5275,2.0158
7.5000,1.4614,2.0922
7.5020,1.5197,2.3492
7.5040,1.5438,2.2167
7.5060,1.5295,2.0809
7.5080,1.5701,1.9417
7.5100,1.4659,2.0557
7.5120,1.5375,2.1989
7.5140,1.5360,2.1749
7.5160,1.5229,2.0764
7.5180,1.5607,2.1945
7.5200,1.4427,2.2522
7.5220,1.5081,2.2432
7.5240,1.5329,2.3575
7.5260,1.5864,2.2850
7.5280,1.5820,2.1388
7.5300,1.5237,2.1160
7.5320,1.4948,1.9285
7.5340,1.5144,2.0480
7.5360,1.5317,2.1083
7.5380,1.5079,2.1879
7.5400,1.4961,2.1161
7.5420,1.5087,2.2621
7.5440,1.5116,2.0622
7.5460,1.4760,2.0173
7.5480,1.4546,1.8836
7.5500,1.4101,1.9486
7.5520,1.3997,1.8596
7.5540,1.4518,2.1121
7.5560,1.4104,2.0510
7.5580,1.4538,2.0738
7.5600,1.4573,2.0964
7.5620,1.5012,2.1815
7.5640,1.5582,2.0480
7.5660,1.5237,2.3243
7.5680,1.5345,2.3039
7.5700,1.5667,2.2348
7.5720,1.5163,2.1845
7.5740,1.5605,2.1003
7.5760,1.5912,2.2032
7.5780,1.5973,2.2556
7.5800,1.5367,2.2229
7.5820,1.5402,2.0749
7.5840,1.5807,2.1385
7.5860,1.4833,2.1436
7.5880,1.4926,2.2480
7.5900,1.5330,2.2651
7.5920,1.5331,2.3183
7.5940,1.5263,2.2690
7.5960,1.4912,2.2743
7.5980,1.4907,2.1831
7.6000,1.5239,2.2205
7.6020,1.5759,2.1909
7.6040,1.5594,2.2120
7.6060,1.4460,2.3004
7.6080,1.5025,2.1648
7.6100,1.5855,2.1140
7.6120,1.5272,2.2477
7.6140,1.5623,2.2570
7.6160,1.6117,2.3123
7.6180,1.6369,2.2380
7.6200,1.6442,2.3759
7.6220,1.5958,2.2153
7.6240,1.6506,2.2760
7.6260,1.5588,2.1967
7.6280,1.5824,2.2467
7.6300,1.5842,2.3046
7.6320,1.6894,2.3983
7.6340,1.6155,2.3383
7.6360,1.5407,2.2820
7.6380,1.5780,2.4228
7.6400,1.6350,2.3328
7.6420,1.7071,2.2693
7.6440,1.5908,2.3543
7.6460,1.5456,2.3891
7.6480,1.5857,2.3875
7.6500,1.5592,2.3184
7.6520,1.5893,2.2995
7.6540,1.5040,2.2334
7.6560,1.5283,2.2543
7.6580,1.5295,2.2579
7.6600,1.5228,2.3483
7.6620,1.6087,2.3793
7.6640,1.6006,2.3166
7.6660,1.6312,2.3560
7.6680,1.6157,2.1935
7.6700,1.5885,2.1696
7.6720,1.5816,2.2348
7.6740,1.5952,2.1960
7.6760,1.5790,2.2035
7.6780,1.5187,2.1708
7.6800,1.5350,2.2987
7.6820,1.5530,2.2315
7.6840,1.5633,2.3120
7.6860,1.5722,2.2931
7.6880,1.6324,2.1049
7.6900,1.5218,2.2103
7.6920,1.5305,2.2638
7.6940,1.5478,2.1490
7.6960,1.5065,2.0974
7.6980,1.5309,2.1560
7.7000,1.5573,2.1997
7.7020,1.5141,2.1829
7.7040,1.4960,2.2211
7.7060,1.4950,2.2436
7.7080,1.5328,2.2250
7.7100,1.5722,2.3028
7.7120,1.5519,2.2787
7.7140,1.5507,2.1609
7.7160,1.5576,2.3126
7.7180,1.5957,2.2638
7.7200,1.5832,2.2224
7.7220,1.6093,2.3086
7.7240,1.5430,2.1380
7.7260,1.5602,2.2554
7.7280,1.5558,2.2824
7.7300,1.5314,2.2717
7.7320,1.5457,2.3857
7.7340,1.5566,2.2724
7.7360,1.5226,2.1844
7.7380,1.5175,2.1540
7.7400,1.5184,2.1854
7.7420,1.5594,2.2821
7.7440,1.5657,2.1529
7.7460,1.6057,2.0707
7.7480,1.5468,2.1045
7.7500,1.5629,2.0717
7.7520,1.5313,2.2235
7.7540,1.5861,2.1892
7.7560,1.5040,2.1454
7.7580,1.5426,2.1006
7.7600,1.5455,2.1409
7.7620,1.5559,2.0649
7.7640,1.5168,2.1097
7.7660,1.5355,2.1211
7.7680,1.6088,2.0802
7.7700,1.5691,1.8734
7.7720,1.5605,1.8946
7.7740,1.5955,1.8797
7.7760,1.6660,1.9347
7.7780,1.5869,2.1500
7.7800,1.6001,1.9840
7.7820,1.5838,1.8135
7.7840,1.6085,1.9327
7.7860,1.5725,1.9047
7.7880,1.5658,1.8775
7.7900,1.5994,1.9243
7.7920,1.6591,1.9204
7.7940,1.6141,1.8895
7.7960,1.6243,2.0030
7.7980,1.6311,2.0883
7.8000,1.6895,2.0540
7.8020,1.7440,2.0283
7.8040,1.6866,2.1174
7.8060,1.7167,2.2124
7.8080,1.6536,2.1503
7.8100,1.6667,2.1253
7.8120,1.6767,2.1955
7.8140,1.6487,2.1544
7.8160,1.7421,2.2510
7.8180,1.6043,2.2092
7.8200,1.5851,2.1569
7.8220,1.5432,2.1502
7.8240,1.5922,2.1693
7.8260,1.6509,2.1741
7.8280,1.6085,2.1809
7.8300,1.6386,2.2506
7.8320,1.6635,2.2932
7.8340,1.6572,2.2493
7.8360,1.7007,2.3071
7.8380,1.6477,2.2715
7.8400,1.6649,2.1502
7.8420,1.6617,2.3508
7.8440,1.6460,2.3797
7.8460,1.6418,2.2014
7.8480,1.5944,2.3313
7.8500,1.6102,2.2024
7.8520,1.5862,2.1748
7.8540,1.6191,2.2480
7.8560,1.5691,2.1811
7.8580,1.6238,2.2453
7.8600,1.5429,2.3868
7.8620,1.5528,2.2330
7.8640,1.5952,2.1502
7.8660,1.6013,2.2112
7.8680,1.5716,2.3490
7.8700,1.5706,2.1938
7.8720,1.5650,2.2356
7.8740,1.5942,2.1697
7.8760,1.5515,2.2523
7.8780,1.5761,2.2102
7.8800,1.6247,2.2721
7.8820,1.7156,2.2496
7.8840,1.5987,2.3615
7.8860,1.5708,2.2128
7.8880,1.5425,2.1218
7.8900,1.6526,2.3147
7.8920,1.5708,2.2456
7.8940,1.6110,2.1736
7.8960,1.6135,2.1888
7.8980,1.6496,2.3666
7.9000,1.6777,2.3570
7.9020,1.6361,2.3333
7.9040,1.6566,2.3723
7.9060,1.7199,2.3605
7.9080,1.7096,2.3139
7.9100,1.7018,2.2977
7.9120,1.6867,2.3599
7.9140,1.7146,2.2568
7.9160,1.7291,2.3171
7.9180,1.6611,2.2651
7.9200,1.6844,2.2844
7.9220,1.6785,2.2045
7.9240,1.6752,2.4269
7.9260,1.6779,2.2742
7.9280,1.6906,2.1842
7.9300,1.7473,2.1420
7.9320,1.7240,2.2068
7.9340,1.7080,2.2623
7.9360,1.7044,2.3058
7.9380,1.7093,2.3285
7.9400,1.7444,2.3049
7.9420,1.6553,2.1820
7.9440,1.6329,2.1969
7.9460,1.6687,2.2313
7.9480,1.6741,2.2539
7.9500,1.6546,2.3989
7.9520,1.6772,2.1921
7.9540,1.6620,2.1606
7.9560,1.6443,2.2940
7.9580,1.6273,2.1611
7.9600,1.5971,2.1556
7.9620,1.6203,2.2184
7.9640,1.6275,2.1649
7.9660,1.6300,2.2526
7.9680,1.5808,2.2726
7.9700,1.6806,2.2183
7.9720,1.6382,2.1763
7.9740,1.6505,2.0829
7.9760,1.5661,2.2032
7.9780,1.5274,2.1776
7.9800,1.5172,2.1906
7.9820,1.5537,2.2224
7.9840,1.5327,2.2419
7.9860,1.5725,2.2766
7.9880,1.5785,2.2491
7.9900,1.5819,2.2502
7.9920,1.5331,2.2675
7.9940,1.5656,2.2571
7.9960,1.6568,2.3092
7.9980,1.6350,2.2338
8.0000,1.6184,2.1654
8.0020,1.6766,2.2322
8.0040,1.6383,2.2001
8.0060,1.6416,2.3990
8.0080,1.5992,2.3555
8.0100,1.6176,2.2236
8.0120,1.7014,2.2328
8.0140,1.6631,2.2163
8.0160,1.6242,2.1769
8.0180,1.6474,2.2773
8.0200,1.6823,2.1856
8.0220,1.6610,2.3124
8.0240,1.6568,2.1741
8.0260,1.5788,2.1875
8.0280,1.5780,2.2971
8.0300,1.6676,2.2594
8.0320,1.6584,2.1295
8.0340,1.6216,1.9897
8.0360,1.6128,2.2816
8.0380,1.6910,2.1158
8.0400,1.6199,2.2913
8.0420,1.6694,2.2375
8.0440,1.6085,2.2480
8.0460,1.6383,2.2367
8.0480,1.6236,2.3249
8.0500,1.6723,2.2742
8.0520,1.6227,2.3356
8.0540,1.6242,2.3019
8.0560,1.5855,2.1820
8.0580,1.6287,2.2514
8.0600,1.5664,2.2855
8.0620,1.6350,2.2241
8.0640,1.5666,2.1971
8.0660,1.6008,2.1585
8.0680,1.7011,2.2462
8.0700,1.6901,2.1694
8.0720,1.6168,2.2604
8.0740,1.6255,2.3528
8.0760,1.6436,2.3271
8.0780,1.5538,2.3492
8.0800,1.5973,2.1841
8.0820,1.6559,2.2554
8.0840,1.6617,2.2903
8.0860,1.6308,2.2361
8.0880,1.6736,2.1553
8.0900,1.6673,2.1503
8.0920,1.5760,2.1655
8.0940,1.6066,2.0842
8.0960,1.5872,2.2656
8.0980,1.6715,2.2006
8.1000,1.7258,2.2356
8.1020,1.7175,2.3501
8.1040,1.7974,2.3565
8.1060,1.6853,2.1690
8.1080,1.7178,2.2330
8.1100,1.6641,2.3468
8.1120,1.6671,2.1903
8.1140,1.6316,2.1740
8.1160,1.6478,2.1452
8.1180,1.6588,2.0983
8.1200,1.7046,1.9592
8.1220,1.7562,1.9804
8.1240,1.6939,2.0367
8.1260,1.6643,1.8928
8.1280,1.6686,2.0210
8.1300,1.6753,2.0811
8.1320,1.6970,2.2038
8.1340,1.6237,2.2384
8.1360,1.6324,2.2702
8.1380,1.6068,2.1624
8.1400,1.6369,2.1867
8.1420,1.6191,2.2608
8.1440,1.6992,2.2457
8.1460,1.6288,2.2443
8.1480,1.6928,2.1352
8.1500,1.7122,2.1766
8.1520,1.6290,2.2283
8.1540,1.6276,2.1531
8.1560,1.6722,2.1160
8.1580,1.6683,2.1748
8.1600,1.6823,2.1230
8.1620,1.6644,2.1869
8.1640,1.7110,2.2944
8.1660,1.7289,2.0749
8.1680,1.7121,2.1645
8.1700,1.7450,2.2169
8.1720,1.7552,2.2835
8.1740,1.7353,2.1883
8.1760,1.7453,2.2501
8.1780,1.6982,2.1294
8.1800,1.6885,2.1189
8.1820,1.7158,2.2434
8.1840,1.7657,2.2946
8.1860,1.7096,2.2686
8.1880,1.6787,2.2375
8.1900,1.6784,2.3117
8.1920,1.7424,2.2769
8.1940,1.7142,2.3902
8.1960,1.7109,2.2914
8.1980,1.7247,2.1770
8.2000,1.6639,2.2011
8.2020,1.6576,2.2395
8.2040,1.7741,2.1895
8.2060,1.7147,2.2477
8.2080,1.7143,2.1914
8.2100,1.6183,2.0604
8.2120,1.6008,2.1866
8.2140,1.6662,2.2686
8.2160,1.6926,2.4195
8.2180,1.6702,2.2510
8.2200,1.7268,2.3783
8.2220,1.7014,2.2790
8.2240,1.7291,2.1939
8.2260,1.7534,2.1399
8.2280,1.7097,2.1203
8.2300,1.6971,2.1349
8.2320,1.6782,2.2450
8.2340,1.7265,2.1847
8.2360,1.6927,2.1751
8.2380,1.6847,2.4113
8.2400,1.6788,2.3029
8.2420,1.6361,2.1773
8.2440,1.7030,2.1180
8.2460,1.7431,2.2780
8.2480,1.7337,2.1742
8.2500,1.6995,2.2330
8.2520,1.6749,2.1589
8.2540,1.6905,2.1175
8.2560,1.7405,2.1892
8.2580,1.6226,2.1571
8.2600,1.6714,2.1073
8.2620,1.7093,2.1921
8.2640,1.6430,2.1060
8.2660,1.6739,2.1246
8.2680,1.6723,2.1581
8.2700,1.6629,2.1393
8.2720,1.6906,2.2094
8.2740,1.6441,2.1489
8.2760,1.6842,2.2590
8.2780,1.7591,2.3612
8.2800,1.7410,2.1927
8.2820,1.7411,2.2792
8.2840,1.6373,2.1254
8.2860,1.7409,2.0102
8.2880,1.6776,2.1600
8.2900,1.6984,2.0895
8.2920,1.6565,2.1318
8.2940,1.6581,2.1793
8.2960,1.6749,2.2568
8.2980,1.6836,2.3281
8.3000,1.6974,2.3400
8.3020,1.7421,2.2891
8.3040,1.7352,2.3680
8.3060,1.7199,2.1565
8.3080,1.6996,2.2283
8.3100,1.7156,2.2189
8.3120,1.6453,2.2064
8.3140,1.7100,2.3085
8.3160,1.6894,2.2514
8.3180,1.6987,2.1999
8.3200,1.6672,2.2656
8.3220,1.6572,2.3170
8.3240,1.6499,2.3793
8.3260,1.6634,2.3420
8.3280,1.7283,2.2980
8.3300,1.7426,2.3893
8.3320,1.7244,2.3327
8.3340,1.6280,2.2859
8.3360,1.6178,2.2919
8.3380,1.5968,2.2348
8.3400,1.6619,2.3603
8.3420,1.6781,2.3311
8.3440,1.6637,2.2323
8.3460,1.6692,2.2491
8.3480,1.6998,2.2754
8.3500,1.7262,2.2849
8.3520,1.7683,2.3484
8.3540,1.7842,2.2569
8.3560,1.8601,2.3647
8.3580,1.8405,2.4109
8.3600,1.7636,2.1976
8.3620,1.7551,2.3471
8.3640,1.7165,2.3627
8.3660,1.7612,2.3084
8.3680,1.7525,2.3489
8.3700,1.7103,2.2766
8.3720,1.6972,2.1994
8.3740,1.6924,2.1881
8.3760,1.6585,2.2940
8.3780,1.6399,2.2325
8.3800,1.6268,2.2142
8.3820,1.6396,2.1154
8.3840,1.6833,2.2006
8.3860,1.6671,2.0970
8.3880,1.6540,2.2715
8.3900,1.6293,2.1397
8.3920,1.6405,2.1512
8.3940,1.6386,2.1151
8.3960,1.6127,2.2373
8.3980,1.6650,2.2644
8.4000,1.7153,2.3096
8.4020,1.6341,2.3179
8.4040,1.6380,2.3673
8.4060,1.6737,2.3549
8.4080,1.6978,2.2839
8.4100,1.6164,2.3591
8.4120,1.5361,2.2959
8.4140,1.6223,2.2298
8.4160,1.6506,2.1702
8.4180,1.6666,2.2594
8.4200,1.7073,2.1313
8.4220,1.6432,2.1815
8.4240,1.7151,2.1757
8.4260,1.7311,2.1756
8.4280,1.7512,2.2453
8.4300,1.6950,2.1728
8.4320,1.7374,2.3009
8.4340,1.7699,2.2183
8.4360,1.7222,2.3294
8.4380,1.7290,2.3808
8.4400,1.7392,2.3316
8.4420,1.7624,2.2112
8.4440,1.7033,2.2791
8.4460,1.8023,2.3275
8.4480,1.7030,2.2803
8.4500,1.6778,2.3281
8.4520,1.7895,2.3156
8.4540,1.7719,2.2387
8.4560,1.7694,2.2852
8.4580,1.7776,2.2641
8.4600,1.7324,2.2699
8.4620,1.7865,2.2547
8.4640,1.8106,2.2475
8.4660,1.7496,2.3085
8.4680,1.7932,2.2789
8.4700,1.7393,2.2129
8.4720,1.7226,2.1461
8.4740,1.7732,2.1422
8.4760,1.8216,2.2071
8.4780,1.7434,2.1694
8.4800,1.6958,2.3097
8.4820,1.7879,2.2861
8.4840,1.7901,2.2578
8.4860,1.7837,2.1671
8.4880,1.7912,2.3051
8.4900,1.7682,2.2285
8.4920,1.7476,2.2861
8.4940,1.7521,2.2474
8.4960,1.7499,2.2172
8.4980,1.8059,2.3851
8.5000,1.6937,2.2419
8.5020,1.7015,2.3067
8.5040,1.6763,2.2563
8.5060,1.7971,2.3102
8.5080,1.7215,2.2253
8.5100,1.6999,2.0711
8.5120,1.6489,2.3308
8.5140,1.7287,2.3288
8.5160,1.6705,2.1246
8.5180,1.7579,2.2537
8.5200,1.7275,2.3771
8.5220,1.8068,2.3633
8.5240,1.7773,2.3253
8.5260,1.7744,2.2022
8.5280,1.8134,2.2051
8.5300,1.7846,2.0901
8.5320,1.7945,2.2118
8.5340,1.7796,2.0952
8.5360,1.8089,2.3864
8.5380,1.8674,2.3202
8.5400,1.8623,2.3485
8.5420,1.8025,2.2947
8.5440,1.8284,2.1580
8.5460,1.7262,2.2319
8.5480,1.7310,2.1423
8.5500,1.7217,2.1878
8.5520,1.7086,2.1787
8.5540,1.7115,2.1956
8.5560,1.6643,2.2988
8.5580,1.7139,2.3804
8.5600,1.6991,2.2383
8.5620,1.7397,2.2639
8.5640,1.7106,2.0743
8.5660,1.7072,1.9918
8.5680,1.6558,2.0891
8.5700,1.6084,2.1347
8.5720,1.7012,2.1662
8.5740,1.6958,2.0356
8.5760,1.6683,2.0888
8.5780,1.7162,2.1394
8.5800,1.7206,2.2567
8.5820,1.7156,2.2755
8.5840,1.7072,2.2645
8.5860,1.6389,2.2974
8.5880,1.6089,2.2407
8.5900,1.6203,2.2743
8.5920,1.6988,2.2560
8.5940,1.6716,2.2202
8.5960,1.7184,2.2485
8.5980,1.7248,2.1600
8.6000,1.6505,2.2765
8.6020,1.6591,2.3121
8.6040,1.7051,2.2685
8.6060,1.7288,2.3397
8.6080,1.7407,2.3669
8.6100,1.6614,2.2471
8.6120,1.6856,2.3658
8.6140,1.6731,2.2466
8.6160,1.6953,2.2079
8.6180,1.6591,2.3545
8.6200,1.7199,2.3195
8.6220,1.6629,2.3437
8.6240,1.6206,2.1861
8.6260,1.6510,2.3560
8.6280,1.6888,2.3668
8.6300,1.6497,2.3778
8.6320,1.6329,2.4598
8.6340,1.6251,2.2176
8.6360,1.6107,2.3799
8.6380,1.5947,2.3631
8.6400,1.6273,2.2659
8.6420,1.6498,2.3073
8.6440,1.6721,2.2625
8.6460,1.5991,2.3044
8.6480,1.6200,2.4182
8.6500,1.6349,2.3906
8.6520,1.7365,2.4095
8.6540,1.7156,2.4710
8.6560,1.6638,2.4664
8.6580,1.6769,2.4166
8.6600,1.6456,2.4585
8.6620,1.6418,2.3161
8.6640,1.7164,2.3302
8.6660,1.6891,2.3349
8.6680,1.7522,2.2651
8.6700,1.6301,2.2063
8.6720,1.6376,2.2083
8.6740,1.6895,2.1968
8.6760,1.7532,2.1842
8.6780,1.6778,2.1631
8.6800,1.7224,2.2110
8.6820,1.7045,2.3484
8.6840,1.6900,2.2411
8.6860,1.6270,2.1948
8.6880,1.6786,2.1910
8.6900,1.6623,2.1804
8.6920,1.7655,2.1195
8.6940,1.6259,2.1476
8.6960,1.6609,2.1623
8.6980,1.7333,2.1238
8.7000,1.6465,2.0873
8.7020,1.6409,2.0703
8.7040,1.6499,2.0876
8.7060,1.6406,2.2338
8.7080,1.6650,2.1653
8.7100,1.6435,2.1937
8.7120,1.7095,2.1640
8.7140,1.6750,2.2440
8.7160,1.7337,2.3104
8.7180,1.7121,2.2243
8.7200,1.7430,2.2474
8.7220,1.6765,2.2543
8.7240,1.6961,2.3220
8.7260,1.6478,2.1078
8.7280,1.6451,2.1866
8.7300,1.6177,2.3279
8.7320,1.6279,2.4296
8.7340,1.6566,2.2711
8.7360,1.6058,2.1443
8.7380,1.5673,2.1492
8.7400,1.6082,2.3423
8.7420,1.6042,2.2267
8.7440,1.6222,2.2326
8.7460,1.6758,2.2466
8.7480,1.6130,2.3383
8.7500,1.6902,2.0607
8.7520,1.6418,2.2777
8.7540,1.6347,2.2055
8.7560,1.6247,2.0452
8.7580,1.6099,1.8505
8.7600,1.6758,1.9444
8.7620,1.5762,1.9732
8.7640,1.6163,1.9887
8.7660,1.5572,2.0565
8.7680,1.6024,2.0818
8.7700,1.5921,2.1083
8.7720,1.6131,2.1244
8.7740,1.6423,2.1676
8.7760,1.6225,2.0413
8.7780,1.6121,2.1121
8.7800,1.5835,2.1537
8.7820,1.5477,2.2130
8.7840,1.5794,2.3063
8.7860,1.5243,2.4167
8.7880,1.5729,2.3952
8.7900,1.5715,2.3172
8.7920,1.5738,2.4505
8.7940,1.5307,2.2865
8.7960,1.6095,2.3068
8.7980,1.5620,2.2991
8.8000,1.5762,2.2614
8.8020,1.6248,2.2870
8.8040,1.6652,2.3925
8.8060,1.6724,2.3676
8.8080,1.6856,2.3885
8.8100,1.6126,2.3459
8.8120,1.6896,2.2789
8.8140,1.6520,2.3665
8.8160,1.5879,2.3005
8.8180,1.6157,2.3051
8.8200,1.6702,2.3351
8.8220,1.6903,2.3309
8.8240,1.6996,2.2602
8.8260,1.7110,2.4247
8.8280,1.6044,2.2611
8.8300,1.6647,2.2299
8.8320,1.6444,2.3966
8.8340,1.6371,2.3839
8.8360,1.6735,2.2894
8.8380,1.6907,2.2343
8.8400,1.7074,2.1962
8.8420,1.6998,2.3346
8.8440,1.6412,2.2267
8.8460,1.6805,2.3560
8.8480,1.7092,2.3486
8.8500,1.6599,2.4269
8.8520,1.7040,2.4147
8.8540,1.6689,2.3927
8.8560,1.6768,2.3818
8.8580,1.7617,2.3578
8.8600,1.6734,2.3514
8.8620,1.7011,2.4036
8.8640,1.7384,2.4123
8.8660,1.6900,2.4705
8.8680,1.7105,2.4032
8.8700,1.6565,2.4670
8.8720,1.6443,2.4632
8.8740,1.5686,2.5351
8.8760,1.6075,2.5228
8.8780,1.6105,2.3168
8.8800,1.6986,2.4066
8.8820,1.6930,2.3367
8.8840,1.6563,2.4060
8.8860,1.6506,2.4278
8.8880,1.6654,2.2591
8.8900,1.6527,2.3572
8.8920,1.6535,2.4091
8.8940,1.6747,2.4009
8.8960,1.6469,2.3443
8.8980,1.6744,2.4051
8.9000,1.6162,2.3550
8.9020,1.6369,2.3258
8.9040,1.6315,2.4343
8.9060,1.6778,2.3688
8.9080,1.6687,2.3262
8.9100,1.6960,2.4177
8.9120,1.7083,2.4444
8.9140,1.7101,2.4466
8.9160,1.6871,2.3486
8.9180,1.6822,2.2712
8.9200,1.6403,2.3022
8.9220,1.6371,2.2783
8.9240,1.6219,2.3026
8.9260,1.6271,2.2112
8.9280,1.6185,2.2169
8.9300,1.6724,2.1806
8.9320,1.6587,2.1831
8.9340,1.7462,2.2400
8.9360,1.7216,2.2598
8.9380,1.6583,2.2775
8.9400,1.6647,2.3337
8.9420,1.6410,2.2195
8.9440,1.6781,2.1567
8.9460,1.6578,2.2565
8.9480,1.6997,2.2389
8.9500,1.7264,2.4372
8.9520,1.7018,2.3134
8.9540,1.7300,2.3853
8.9560,1.6963,2.2935
8.9580,1.7157,2.3123
8.9600,1.7083,2.3121
8.9620,1.6998,2.2722
8.9640,1.6969,2.3162
8.9660,1.7111,2.2481
8.9680,1.7448,2.3359
8.9700,1.7576,2.2403
8.9720,1.7161,2.3149
8.9740,1.6329,2.2251
8.9760,1.6747,2.4174
8.9780,1.7082,2.4321
8.9800,1.6750,2.3913
8.9820,1.6813,2.1979
8.9840,1.7195,2.3389
8.9860,1.7541,2.3356
8.9880,1.7375,2.2539
8.9900,1.7739,2.3356
8.9920,1.6245,2.4271
8.9940,1.6569,2.3320
8.9960,1.6359,2.2439
8.9980,1.6698,2.3437
9.0000,1.6601,2.3554
9.0020,1.6985,2.2869
9.0040,1.7354,2.3774
9.0060,1.7779,2.2869
9.0080,1.7290,2.3247
9.0100,1.7169,2.2208
9.0120,1.7076,2.2865
9.0140,1.7261,2.3289
9.0160,1.7955,2.3608
9.0180,1.7506,2.4196
9.0200,1.6973,2.3408
9.0220,1.6846,2.4727
9.0240,1.6910,2.4041
9.0260,1.7885,2.4689
9.0280,1.7384,2.3465
9.0300,1.7415,2.2726
9.0320,1.7367,2.2965
9.0340,1.7286,2.2934
9.0360,1.7502,2.2016
9.0380,1.7046,2.1312
9.0400,1.7001,2.1584
9.0420,1.7133,2.1884
9.0440,1.7524,2.0365
9.0460,1.6673,2.1831
9.0480,1.7170,2.2688
9.0500,1.6727,2.1303
9.0520,1.6595,2.3005
9.0540,1.6394,2.1709
9.0560,1.6544,2.0949
9.0580,1.7309,2.3174
9.0600,1.7313,2.2023
9.0620,1.7520,2.2937
9.0640,1.7147,2.3118
9.0660,1.6880,2.2159
9.0680,1.6753,2.1813
9.0700,1.7284,2.1338
9.0720,1.7236,2.1198
9.0740,1.7851,2.2363
9.0760,1.8088,2.2303
9.0780,1.7746,2.2703
9.0800,1.7903,2.2293
9.0820,1.8070,2.2726
9.0840,1.7873,2.3215
9.0860,1.8407,2.2969
9.0880,1.8834,2.3995
9.0900,1.8152,2.3135
9.0920,1.9048,2.2877
9.0940,1.8728,2.1694
9.0960,1.7981,2.1175
9.0980,1.7844,2.2715
9.1000,1.7677,2.0329
9.1020,1.7646,1.9954
9.1040,1.7345,2.0687
9.1060,1.7757,1.9968
9.1080,1.7675,2.0166
9.1100,1.8039,2.0564
9.1120,1.8107,1.9922
9.1140,1.7558,1.8766
9.1160,1.7874,2.0388
9.1180,1.7694,2.0166
9.1200,1.7408,2.0164
9.1220,1.7747,2.0905
9.1240,1.7321,2.0515
9.1260,1.7544,2.0655
9.1280,1.7849,2.2107
9.1300,1.7516,2.0748
9.1320,1.6706,2.2351
9.1340,1.7546,2.1886
9.1360,1.6774,2.1165
9.1380,1.6140,2.2767
9.1400,1.7166,2.2540
9.1420,1.6706,2.2544
9.1440,1.7234,2.1900
9.1460,1.7585,2.2579
9.1480,1.7039,2.2029
9.1500,1.7306,2.2286
9.1520,1.6938,2.2114
9.1540,1.6129,2.1927
9.1560,1.6772,2.2541
9.1580,1.7103,2.2228
9.1600,1.6529,2.2519
9.1620,1.6261,2.2015
9.1640,1.6272,2.3081
9.1660,1.6506,2.0963
9.1680,1.6745,2.0865
9.1700,1.7215,2.0890
9.1720,1.7029,2.2981
9.1740,1.7304,2.1864
9.1760,1.6948,2.3032
9.1780,1.6847,2.3970
9.1800,1.6625,2.3360
9.1820,1.6210,2.2823
9.1840,1.6263,2.2956
9.1860,1.5926,2.2541
9.1880,1.6014,2.3059
9.1900,1.6109,2.2673
9.1920,1.6786,2.2186
9.1940,1.6411,2.3684
9.1960,1.6182,2.3347
9.1980,1.6185,2.1900
9.2000,1.6182,2.2652
9.2020,1.5896,2.2410
9.2040,1.6278,2.2637
9.2060,1.5826,2.2196
9.2080,1.6329,2.1983
9.2100,1.6817,2.1632
9.2120,1.6328,2.1846
9.2140,1.5803,2.1236
9.2160,1.5819,2.3411
9.2180,1.6416,2.1829
9.2200,1.6070,2.1139
9.2220,1.6342,2.1438
9.2240,1.5966,2.2152
9.2260,1.6619,2.2516
9.2280,1.6611,2.2821
9.2300,1.6168,2.2236
9.2320,1.6228,2.1793
9.2340,1.5970,2.1544
9.2360,1.6202,2.1469
9.2380,1.6975,2.2901
9.2400,1.6718,2.2886
9.2420,1.6183,2.3694
9.2440,1.5868,2.3310
9.2460,1.6872,2.3248
9.2480,1.6646,2.2131
9.2500,1.6484,2.2898
9.2520,1.7201,2.1740
9.2540,1.7159,2.1574
9.2560,1.6760,2.2574
9.2580,1.6449,2.0901
9.2600,1.6191,2.1410
9.2620,1.5686,2.1708
9.2640,1.6240,2.2340
9.2660,1.6352,2.2463
9.2680,1.5815,2.2737
9.2700,1.6359,2.2163
9.2720,1.5954,2.2567
9.2740,1.5940,2.2597
9.2760,1.5505,2.0528
9.2780,1.5469,2.2055
9.2800,1.6577,2.2106
9.2820,1.6280,2.2098
9.2840,1.6147,2.0732
9.2860,1.6529,2.2226
9.2880,1.6318,2.1717
9.2900,1.5956,2.2893
9.2920,1.5624,2.1644
9.2940,1.6257,2.2097
9.2960,1.6317,2.1373
9.2980,1.6475,2.1336
9.3000,1.6951,2.1488
